case_id,sanctuary_id,case_type,region,state,resource_type,candidate_evidence_count,family_counts,query_text,target_evidence_ids
case_1498a239049886b8,sanctuary_4844e34450a91b,visitor_access_route,4,NC,NWR,37,ACCESS:2; BLIND:1; BUILDING:3; GATE:2; PARKING:4; PROPERTY:15; TRAIL:7; TRAIL_NOTE:3,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 37 candidate evidence rows with family counts: ACCESS:2; BLIND:1; BUILDING:3; GATE:2; PARKING:4; PROPERTY:15; TRAIL:7; TRAIL_NOTE:3.",ev_trail_3b09f032a28ddbf6 | ev_trail_note_0763e475f296dbe9 | ev_parking_713ef6eeb336a059 | ev_access_f45aee6a63ad5ba1 | ev_building_4534302fa4a30fd4 | ev_blind_a1af66f922253d0f
case_14b78dc3e68faac6,sanctuary_6d099ec31ddc39,hydrology_repair_route,6,CO,NWR,83,ACCESS:4; BLIND:1; BUILDING:3; GATE:16; PARKING:1; PROPERTY:30; TRAIL:22; TRAIL_NOTE:2; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 83 candidate evidence rows with family counts: ACCESS:4; BLIND:1; BUILDING:3; GATE:16; PARKING:1; PROPERTY:30; TRAIL:22; TRAIL_NOTE:2; WATER_LINE:4.",ev_water_line_e290b3e9422cd8c0 | ev_access_195188e16aef5a88 | ev_gate_a46b708ce7b1da55 | ev_parking_c94a84aa54408f8a
case_15c132a4c731e42b,sanctuary_c60bc1b380396b,visitor_access_route,6,SD,WPA,83,FENCE:5; GATE:20; PARKING:21; PROPERTY:22; ROAD:1; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:12,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 83 candidate evidence rows with family counts: FENCE:5; GATE:20; PARKING:21; PROPERTY:22; ROAD:1; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:12.",ev_trail_3e3412064abb101e | ev_trail_note_8548d2af79932693 | ev_parking_63aa6aded93a0596 | ev_road_9c1391a7410aeb4c
case_16461c42aa03cad5,sanctuary_28af2e7a16db68,hydrology_repair_route,8,CA,NWR,45,BLIND:23; BUILDING:1; PARKING:3; PROPERTY:4; ROAD:4; WATER_LINE:10,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 45 candidate evidence rows with family counts: BLIND:23; BUILDING:1; PARKING:3; PROPERTY:4; ROAD:4; WATER_LINE:10.",ev_water_line_53f67accd6d43900 | ev_road_3b63d526ee593743 | ev_parking_0a9c126ee9cce017
case_167ba0ba5b6c9f5b,sanctuary_1318e39d5aacd4,hydrology_repair_route,6,MT,WPA,140,BLIND:1; GATE:6; PARKING:8; PROPERTY:6; ROAD:4; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:102; WATER_POINT:11,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 140 candidate evidence rows with family counts: BLIND:1; GATE:6; PARKING:8; PROPERTY:6; ROAD:4; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:102; WATER_POINT:11.",ev_water_line_761f531b751800f7 | ev_water_point_5b8da4f4b8b71df4 | ev_gate_ca0864c11b0d9c76 | ev_road_4bf8c01a4393f903 | ev_parking_028955207a11785e
case_168bc75641da2e1c,sanctuary_e49b64c1d9cea6,hydrology_repair_route,2,AZ,NWR,115,ACCESS:1; BLIND:14; BUILDING:5; GATE:3; PARKING:16; PROPERTY:34; ROAD:30; TRAIL:9; TRAIL_NOTE:2; WATER_LINE:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 115 candidate evidence rows with family counts: ACCESS:1; BLIND:14; BUILDING:5; GATE:3; PARKING:16; PROPERTY:34; ROAD:30; TRAIL:9; TRAIL_NOTE:2; WATER_LINE:1.",ev_water_line_762267c126cf730d | ev_access_b05258e4f9190701 | ev_gate_f1b363e05e34495e | ev_road_37ab7d2a450f1a01 | ev_parking_4db29ddbdf3b1073
case_17019a70af3060b5,sanctuary_2f0ba718c4cb7e,hydrology_repair_route,1,WA,NFH,26,BUILDING:3; GATE:6; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:5; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 26 candidate evidence rows with family counts: BUILDING:3; GATE:6; PARKING:2; PROPERTY:8; ROAD:1; TRAIL:5; TRAIL_NOTE:1.",ev_gate_c8268c228d60d2a8 | ev_road_c7c9c5ed68ac48b7 | ev_parking_46e3e03d8b05edee
case_1738536cdd6dd2ee,sanctuary_37c1a03f728540,hydrology_repair_route,3,MN,WPA,152,ACCESS:5; BUILDING:1; GATE:39; PARKING:52; PROPERTY:50; TRAIL:2; TRAIL_NOTE:1; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 152 candidate evidence rows with family counts: ACCESS:5; BUILDING:1; GATE:39; PARKING:52; PROPERTY:50; TRAIL:2; TRAIL_NOTE:1; WATER_LINE:2.",ev_water_line_eaab0edfd2ea6977 | ev_access_2a49b0c39bc7f2da | ev_gate_45fc54bad6523fe3 | ev_parking_f81a09320aacbccb
case_177a105d85f5d5c7,sanctuary_425a2aa2a42f3a,operations_facility_route,8,NV,NWR,96,ACCESS:5; BUILDING:6; GATE:7; PARKING:15; PROPERTY:27; ROAD:17; TRAIL:14; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 96 candidate evidence rows with family counts: ACCESS:5; BUILDING:6; GATE:7; PARKING:15; PROPERTY:27; ROAD:17; TRAIL:14; TRAIL_NOTE:5.",ev_property_3821463e4dad9b49 | ev_building_e4bc9e39b09f8626 | ev_gate_e78d440a1936bdd6 | ev_road_5ddb61d2b1926bfb
case_181f92d59e10ff7d,sanctuary_0535de8c770b30,operations_facility_route,5,MA,NWR,146,ACCESS:10; BLIND:1; BUILDING:8; GATE:22; PARKING:19; PROPERTY:45; ROAD:5; TRAIL:23; TRAIL_NOTE:13,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 146 candidate evidence rows with family counts: ACCESS:10; BLIND:1; BUILDING:8; GATE:22; PARKING:19; PROPERTY:45; ROAD:5; TRAIL:23; TRAIL_NOTE:13.",ev_property_92a5931b7b58e827 | ev_building_aba018b597378775 | ev_gate_65e8fdb17a00323f | ev_road_dda9c467ec811e29
case_188bd7d647857906,sanctuary_f95868d7480b5b,operations_facility_route,1,OR,NWR,116,ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 116 candidate evidence rows with family counts: ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11.",ev_property_3a83c76195eb9bad | ev_building_e68fe521181277d0 | ev_gate_eb8269d94482ff7b | ev_road_685d30106fa2c60e | ev_water_line_cfa190ff0fcda6ba
case_188d2f52b37818e9,sanctuary_d78fff61b64ea8,operations_facility_route,4,LA,NWR,62,BUILDING:1; GATE:6; PARKING:18; PROPERTY:28; ROAD:7; TRAIL_NOTE:1; WATER_LINE:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 62 candidate evidence rows with family counts: BUILDING:1; GATE:6; PARKING:18; PROPERTY:28; ROAD:7; TRAIL_NOTE:1; WATER_LINE:1.",ev_property_ace72525941f6ec3 | ev_building_126a2097ed61de38 | ev_gate_ac003284dd1ad525 | ev_road_55efa03b6ea8c6c3 | ev_water_line_fa69c4909c3920b8
case_18912eab6ef53d16,sanctuary_5829375f1c7725,operations_facility_route,3,MO,NWR,26,ACCESS:1; BUILDING:1; GATE:1; PARKING:6; PROPERTY:8; ROAD:3; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 26 candidate evidence rows with family counts: ACCESS:1; BUILDING:1; GATE:1; PARKING:6; PROPERTY:8; ROAD:3; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:4.",ev_property_0b6b5080d85a5476 | ev_building_68a838bccfe77931 | ev_gate_0d5c939a5607d3e3 | ev_road_68df12ab1873d49c | ev_water_line_070969d14d84f566
case_19483a68b2b84b64,sanctuary_167625adbf96fc,operations_facility_route,1,ID,NWR,181,ACCESS:2; BUILDING:19; FENCE:85; GATE:10; PARKING:12; PROPERTY:24; ROAD:17; TRAIL:10; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 181 candidate evidence rows with family counts: ACCESS:2; BUILDING:19; FENCE:85; GATE:10; PARKING:12; PROPERTY:24; ROAD:17; TRAIL:10; TRAIL_NOTE:2.",ev_property_40446f2eaac09457 | ev_building_9ecc9f579ead1352 | ev_gate_a93eb1d7bfea2a79 | ev_fence_fb8ef6352b5d3ef8 | ev_road_380dc5d3475ee6f3
case_1957bdcec7442de2,sanctuary_3146ec269b2eab,hydrology_repair_route,1,ID,NWR,153,ACCESS:7; BLIND:16; BUILDING:2; GATE:15; PARKING:20; PROPERTY:33; ROAD:6; TRAIL:6; TRAIL_NOTE:8; WATER_LINE:40,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 153 candidate evidence rows with family counts: ACCESS:7; BLIND:16; BUILDING:2; GATE:15; PARKING:20; PROPERTY:33; ROAD:6; TRAIL:6; TRAIL_NOTE:8; WATER_LINE:40.",ev_water_line_81f4593d26e6fed7 | ev_access_c60b245badc9273c | ev_gate_a51d4f014f9c541c | ev_road_2c568a7de932d64d | ev_parking_04dbac5b14767fe0
case_1a22359b5bd52eda,sanctuary_e63c65d94e83f7,visitor_access_route,1,WA,NFH,30,BUILDING:5; GATE:2; PARKING:1; PROPERTY:9; ROAD:1; TRAIL:6; TRAIL_NOTE:4; WATER_POINT:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 30 candidate evidence rows with family counts: BUILDING:5; GATE:2; PARKING:1; PROPERTY:9; ROAD:1; TRAIL:6; TRAIL_NOTE:4; WATER_POINT:2.",ev_trail_0b28fb4076f0d320 | ev_trail_note_9b952873fc337d6e | ev_parking_e87a81977b0857e0 | ev_road_df53061040225827 | ev_building_9a8241281b59c10c
